age,gender,education,marital_status,num_dependents,income,employment_type,employment_years,credit_score,existing_loans,monthly_expenses,savings_balance,previous_defaults,has_co_applicant,loan_amount,loan_term_months,property_value,loan_purpose,loan_approved
32,Female,PhD,Married,2,59332.0,Freelancer,1.0,623.0,1,2396.0,3663.0,1,0,101219.0,360,,Car,0
21,Female,Bachelor,Married,3,32160.0,Self-Employed,0.0,,2,,27378.0,0,0,43823.0,24,73112.0,Education,0
30,Female,High School,Married,0,48058.0,Self-Employed,3.0,840.0,1,1443.0,6965.0,0,0,137725.0,240,223592.0,Car,0
24,Male,Bachelor,Married,1,48303.0,Business Owner,0.0,709.0,3,1617.0,2289.0,0,1,29696.0,360,38249.0,Home,1
28,Male,Master,Single,0,47483.0,Salaried,3.0,692.0,1,2227.0,8774.0,0,0,54079.0,24,83283.0,Home,0
33,Male,High School,Married,2,43177.0,Salaried,,815.0,0,1787.0,1129.0,0,0,49638.0,360,87086.0,Home,1
44,Male,Master,Married,1,54874.0,Salaried,7.0,727.0,0,2296.0,45.0,3,0,85518.0,360,155958.0,Education,0
37,Male,Bachelor,Married,0,25637.0,Salaried,7.0,,1,650.0,4366.0,1,1,71998.0,36,87754.0,Personal,0
38,Male,High School,Married,2,73560.0,Freelancer,7.0,647.0,0,3026.0,16434.0,0,1,156796.0,48,294755.0,Home,1
24,Male,Master,Single,1,31606.0,Salaried,2.0,,2,1727.0,319.0,0,0,25398.0,36,35176.0,Education,0
26,Female,Bachelor,Married,2,36766.0,Business Owner,3.0,700.0,1,1987.0,2460.0,0,0,94200.0,360,117246.0,Education,0
52,Female,Bachelor,Single,0,49156.0,Self-Employed,9.0,825.0,2,2456.0,13870.0,0,1,101978.0,12,152578.0,Business,1
27,Male,Master,Divorced,3,30833.0,Salaried,1.0,801.0,4,1772.0,220.0,0,0,16661.0,60,32576.0,Personal,1
51,Male,Bachelor,Single,2,18338.0,Salaried,18.0,732.0,0,1154.0,6570.0,0,0,51280.0,60,125098.0,Car,1
32,Male,Master,Single,1,40476.0,Salaried,6.0,625.0,3,2019.0,8674.0,0,0,25038.0,120,56005.0,Education,0
35,Male,Bachelor,Divorced,3,23967.0,Business Owner,6.0,555.0,3,,9250.0,3,0,48529.0,36,111522.0,Personal,0
45,Female,Master,Married,0,59494.0,Freelancer,3.0,614.0,0,2906.0,74588.0,1,0,119112.0,60,157793.0,Personal,0
47,Male,Master,Single,2,27535.0,Salaried,19.0,697.0,4,2121.0,446.0,0,0,55675.0,48,94216.0,Business,0
33,Female,High School,Married,0,87558.0,Salaried,7.0,642.0,0,4318.0,,1,0,229462.0,48,383132.0,Education,0
31,Female,Master,Single,0,41547.0,Salaried,5.0,760.0,3,1911.0,366.0,0,0,33615.0,48,56830.0,Home,1
34,Female,Bachelor,Single,2,42918.0,Salaried,9.0,560.0,0,,983.0,0,0,78826.0,360,,Education,0
38,Male,High School,Single,1,,Freelancer,10.0,669.0,2,1280.0,18589.0,0,1,35216.0,120,79766.0,Home,1
43,Female,Bachelor,Married,0,44797.0,Freelancer,12.0,618.0,2,1661.0,7981.0,3,1,66934.0,180,100239.0,Home,0
35,Male,High School,Married,3,47094.0,Self-Employed,7.0,759.0,0,2450.0,,2,1,85719.0,48,146708.0,Education,0
41,Male,Master,Married,0,25602.0,Business Owner,7.0,723.0,2,641.0,379.0,0,1,44863.0,12,69266.0,Home,0
51,Male,Bachelor,Married,2,51207.0,Salaried,,613.0,0,2744.0,2883.0,0,0,122765.0,360,186730.0,Education,1
38,Male,PhD,Single,3,40176.0,Self-Employed,11.0,748.0,3,2957.0,731.0,3,0,34741.0,240,66736.0,Personal,0
38,Male,High School,Single,2,,Freelancer,8.0,550.0,2,2856.0,176.0,0,1,25246.0,60,62850.0,Home,1
21,Male,Bachelor,Married,0,49659.0,Salaried,,537.0,0,1646.0,2359.0,0,0,140471.0,48,326926.0,Home,0
21,Female,High School,Single,0,32917.0,Salaried,1.0,609.0,0,928.0,265.0,1,1,42269.0,48,101093.0,Home,0
38,Female,Bachelor,Divorced,2,47132.0,Self-Employed,12.0,521.0,2,2494.0,,1,1,116855.0,36,192930.0,Business,0
34,Male,Master,Married,1,46944.0,Salaried,3.0,670.0,0,1887.0,37418.0,0,0,60996.0,120,78394.0,Home,1
29,Male,Master,Married,2,62092.0,Self-Employed,0.0,673.0,1,3714.0,1771.0,2,1,31658.0,360,32299.0,Business,0
37,Female,Master,Single,2,31988.0,Self-Employed,0.0,647.0,3,1484.0,207.0,0,0,33234.0,24,35415.0,Business,0
34,Male,Master,Single,0,28782.0,Salaried,5.0,723.0,1,818.0,4452.0,0,1,21977.0,180,45923.0,Home,0
46,Female,High School,Married,2,29232.0,Salaried,5.0,622.0,0,1545.0,2069.0,1,0,74741.0,24,115457.0,Education,0
35,Female,Bachelor,Married,0,85717.0,Salaried,,576.0,0,3488.0,22310.0,0,1,79457.0,240,157352.0,Personal,1
27,Male,Master,Single,1,79061.0,Self-Employed,3.0,616.0,2,2956.0,,1,1,235934.0,24,431546.0,Home,0
44,Male,Bachelor,Divorced,1,89921.0,Salaried,6.0,582.0,4,,5459.0,0,1,182697.0,60,451228.0,Education,1
32,Male,High School,Single,1,93093.0,Business Owner,3.0,631.0,1,3586.0,8476.0,0,0,121700.0,60,251798.0,Car,0
40,Male,Bachelor,Single,0,38825.0,Freelancer,9.0,727.0,2,1904.0,14354.0,0,0,68406.0,120,,Education,1
30,Male,Bachelor,Married,1,56834.0,Salaried,2.0,539.0,1,3056.0,621.0,2,1,165061.0,120,239391.0,Education,0
28,Female,Bachelor,Married,2,43278.0,Freelancer,0.0,652.0,4,2832.0,12225.0,3,0,90467.0,180,135472.0,Personal,0
35,Male,Master,Divorced,0,,Self-Employed,3.0,756.0,2,3028.0,5158.0,0,0,162520.0,240,286874.0,Home,1
35,Male,Bachelor,Married,0,42421.0,Salaried,4.0,765.0,2,1276.0,8021.0,2,0,73572.0,12,128370.0,Business,0
39,Female,High School,Single,2,43650.0,Self-Employed,0.0,625.0,1,2025.0,394.0,0,0,79960.0,180,142385.0,Home,0
32,Male,High School,Married,1,50824.0,Self-Employed,6.0,850.0,3,2307.0,883.0,0,1,150428.0,24,342698.0,Business,0
21,Male,Master,Single,1,63967.0,Salaried,0.0,595.0,1,3073.0,304.0,0,1,128649.0,180,266470.0,Personal,0
30,Male,PhD,Married,1,68040.0,Salaried,2.0,661.0,0,2351.0,1410.0,0,1,126200.0,180,159910.0,Personal,0
42,Male,Master,Married,2,51371.0,Salaried,0.0,586.0,1,2395.0,2223.0,0,0,137858.0,36,259209.0,Business,0
32,Female,Bachelor,Single,2,44332.0,Salaried,2.0,714.0,0,1936.0,362.0,0,1,71951.0,36,,Business,0
32,Male,PhD,Married,0,54882.0,Salaried,5.0,850.0,2,2241.0,1106.0,0,0,92424.0,24,150818.0,Home,0
44,Female,Master,Married,1,,Self-Employed,4.0,827.0,0,4605.0,8523.0,0,1,215982.0,36,510639.0,Personal,1
27,Male,Master,Married,0,20640.0,Salaried,0.0,747.0,0,945.0,5330.0,0,1,18566.0,60,20603.0,Education,1
21,Male,Master,Married,3,30186.0,Salaried,3.0,,6,2473.0,1509.0,0,1,24919.0,48,60925.0,Car,0
33,Male,Bachelor,Single,2,68654.0,Salaried,8.0,666.0,2,2969.0,4739.0,0,1,140454.0,36,187111.0,Home,0
30,Female,Bachelor,Single,1,47685.0,Freelancer,10.0,769.0,2,2499.0,1941.0,0,0,45712.0,120,57748.0,Education,1
25,Male,High School,Single,3,55903.0,Salaried,2.0,739.0,2,2658.0,,0,0,88819.0,60,152841.0,Home,0
33,Male,Bachelor,Single,1,68442.0,Salaried,2.0,686.0,0,3640.0,2363.0,1,0,171866.0,24,402497.0,Home,0
39,Female,Master,Married,2,46373.0,Self-Employed,13.0,691.0,3,1885.0,1712.0,0,1,59120.0,48,75753.0,Home,1
34,Male,Master,Divorced,0,37062.0,Freelancer,1.0,764.0,0,1367.0,5964.0,0,0,87307.0,360,88295.0,Car,0
38,Male,Master,Married,1,67131.0,Self-Employed,3.0,784.0,1,2894.0,,0,1,88586.0,120,144246.0,Business,1
53,Female,Bachelor,Married,0,42105.0,Salaried,4.0,559.0,0,1089.0,2471.0,0,0,25238.0,360,46947.0,Personal,0
31,Male,High School,Married,2,39191.0,Salaried,,,2,2549.0,793.0,0,1,28575.0,60,,Home,1
37,Female,High School,Single,2,58844.0,Salaried,5.0,726.0,2,3127.0,134.0,0,0,93248.0,12,101081.0,Personal,0
29,Male,Bachelor,Divorced,3,,Self-Employed,1.0,637.0,2,3280.0,906.0,0,0,87886.0,180,156695.0,Personal,0
26,Female,Bachelor,Divorced,1,46391.0,Salaried,2.0,782.0,1,1597.0,4161.0,0,1,77583.0,24,96998.0,Personal,0
29,Female,Bachelor,Married,2,98325.0,Salaried,2.0,656.0,1,4944.0,3159.0,0,0,177741.0,360,292401.0,Personal,1
30,Male,High School,Single,0,95169.0,Self-Employed,1.0,784.0,2,2573.0,,0,1,271872.0,48,667201.0,Home,1
38,Female,PhD,Married,2,68762.0,Salaried,5.0,650.0,0,,368.0,1,1,115548.0,120,285376.0,Personal,0
58,Female,Bachelor,Single,5,,Freelancer,14.0,700.0,4,6915.0,5073.0,0,0,397454.0,240,984899.0,Home,1
27,Male,Master,Married,3,45559.0,Salaried,,698.0,2,2106.0,7963.0,0,1,119671.0,60,184884.0,Education,0
30,Male,Bachelor,Married,0,38855.0,Business Owner,4.0,,0,1096.0,150.0,0,1,105631.0,48,217007.0,Personal,1
34,Female,High School,Single,0,64065.0,Business Owner,4.0,739.0,1,2387.0,13.0,0,0,118188.0,36,272895.0,Home,0
38,Female,Master,Divorced,3,36723.0,Freelancer,5.0,643.0,1,2438.0,299.0,1,1,44634.0,180,78489.0,Car,0
37,Male,Master,Divorced,1,49314.0,Business Owner,10.0,658.0,1,1818.0,,0,1,121590.0,48,208131.0,Home,1
47,Female,Bachelor,Divorced,0,25451.0,Salaried,14.0,657.0,1,770.0,348.0,0,0,33256.0,120,69285.0,Personal,0
21,Male,Bachelor,Married,3,66391.0,Freelancer,0.0,,1,3841.0,11986.0,0,1,181875.0,36,319052.0,Business,0
21,Female,High School,Single,0,19969.0,Salaried,0.0,,3,565.0,4753.0,0,0,15218.0,180,28509.0,Education,0
30,Female,Master,Married,3,,Freelancer,5.0,673.0,0,3065.0,263.0,0,0,87170.0,120,146405.0,Education,0
45,Female,PhD,Married,0,41348.0,Salaried,13.0,789.0,2,1835.0,,1,1,70424.0,12,147693.0,Home,0
21,Male,High School,Single,1,39418.0,Salaried,1.0,785.0,2,1663.0,8895.0,0,0,79533.0,24,180906.0,Car,0
21,Female,Bachelor,Married,0,17307.0,Business Owner,1.0,554.0,4,544.0,1261.0,0,0,13465.0,24,22634.0,Home,0
40,Male,PhD,Married,4,20285.0,Salaried,9.0,542.0,3,1827.0,787.0,0,1,59399.0,12,103152.0,Personal,0
37,Male,Bachelor,Single,0,33756.0,Freelancer,2.0,632.0,1,,,0,1,77169.0,24,,Business,0
24,Male,Master,Single,0,,Self-Employed,2.0,537.0,1,2988.0,42861.0,0,0,77837.0,48,143587.0,Personal,1
25,Female,Bachelor,Single,1,48143.0,Salaried,2.0,578.0,4,2298.0,2442.0,0,0,131128.0,180,224539.0,Car,0
25,Male,Bachelor,Married,1,48619.0,Self-Employed,1.0,708.0,1,1734.0,4065.0,0,0,79351.0,60,194905.0,Personal,0
36,Male,Bachelor,Married,1,31498.0,Salaried,8.0,676.0,1,,5295.0,1,0,30400.0,24,,Business,0
28,Female,Bachelor,Single,1,49416.0,Business Owner,0.0,542.0,2,2220.0,,3,1,77906.0,24,150710.0,Home,0
39,Female,High School,Divorced,2,16949.0,Business Owner,3.0,773.0,3,1535.0,6757.0,0,1,22004.0,24,22847.0,Home,0
21,Female,Master,Single,1,12571.0,Freelancer,2.0,646.0,3,687.0,339.0,0,1,28549.0,48,47774.0,Home,0
26,Female,Master,Married,3,36899.0,Freelancer,0.0,638.0,1,1998.0,14044.0,0,1,20411.0,48,30339.0,Education,0
23,Male,Master,Married,0,37308.0,Salaried,2.0,,1,1243.0,93.0,0,0,100749.0,180,166427.0,Personal,1
32,Female,Bachelor,Married,0,69152.0,Salaried,5.0,712.0,0,2058.0,8807.0,0,1,109318.0,120,257391.0,Car,1
29,Female,High School,Single,0,45092.0,Salaried,,676.0,3,1617.0,,0,1,35277.0,240,62221.0,Car,1
42,Male,High School,Divorced,1,111900.0,Self-Employed,,640.0,2,3283.0,976.0,0,1,270760.0,360,507889.0,Home,1
21,Male,Master,Divorced,2,37268.0,Salaried,0.0,725.0,1,2463.0,1680.0,0,0,110714.0,12,,Education,0
35,Male,Bachelor,Married,0,62529.0,Self-Employed,1.0,645.0,1,1748.0,1711.0,0,0,172382.0,36,,Home,0
40,Male,Bachelor,Married,0,43211.0,Self-Employed,0.0,661.0,1,1905.0,,3,0,39398.0,24,97003.0,Home,0
53,Female,High School,Single,1,83144.0,Salaried,10.0,585.0,4,4277.0,19764.0,2,0,86596.0,48,199830.0,Home,0
30,Female,High School,Married,0,37626.0,Salaried,4.0,771.0,3,1080.0,7924.0,0,0,111720.0,60,230390.0,Home,1
38,Female,Bachelor,Married,0,63875.0,Salaried,5.0,804.0,1,2150.0,10145.0,0,0,64313.0,36,105603.0,Personal,0
21,Male,Master,Married,1,28600.0,Freelancer,0.0,696.0,1,1728.0,2300.0,0,1,35870.0,36,42679.0,Home,1
21,Male,PhD,Married,0,39830.0,Salaried,0.0,,1,1707.0,7270.0,1,0,81933.0,48,193665.0,Car,0
43,Female,Master,Married,1,39953.0,Salaried,7.0,754.0,1,1316.0,982.0,0,0,49077.0,12,88381.0,Personal,0
34,Male,PhD,Single,1,92199.0,Freelancer,7.0,727.0,3,2888.0,13077.0,0,1,134003.0,360,246919.0,Home,1
46,Female,PhD,Single,1,13889.0,Salaried,16.0,644.0,1,625.0,1740.0,0,0,32683.0,360,37708.0,Car,1
21,Male,Bachelor,Single,1,41509.0,Salaried,0.0,772.0,1,1931.0,834.0,0,0,82323.0,24,180194.0,Home,0
40,Female,High School,Single,4,34691.0,Freelancer,6.0,646.0,1,1888.0,1856.0,0,0,87607.0,36,160189.0,Business,0
53,Male,Master,Married,0,17352.0,Self-Employed,10.0,577.0,1,689.0,1144.0,2,0,42316.0,60,58717.0,Home,0
39,Male,High School,Married,0,38870.0,Self-Employed,2.0,674.0,1,1304.0,1827.0,0,0,97104.0,48,122131.0,Education,0
37,Male,Bachelor,Married,0,,Salaried,5.0,766.0,3,946.0,607.0,0,1,21431.0,12,41167.0,Business,0
35,Female,High School,Married,1,12992.0,Salaried,6.0,688.0,4,969.0,,0,0,14841.0,24,34073.0,Personal,0
21,Female,Bachelor,Married,0,36545.0,Self-Employed,2.0,,2,1636.0,480.0,0,0,34952.0,120,62484.0,Home,0
48,Male,Bachelor,Single,1,42273.0,Salaried,12.0,647.0,0,1492.0,1675.0,0,0,34096.0,36,78115.0,Education,0
28,Female,High School,Married,3,36864.0,Business Owner,0.0,775.0,1,2803.0,2652.0,2,1,96794.0,60,123988.0,Home,0
40,Female,Bachelor,Single,1,47283.0,Salaried,14.0,701.0,1,2130.0,27611.0,0,0,24093.0,36,44092.0,Home,1
21,Female,Master,Married,0,26843.0,Salaried,2.0,678.0,0,1272.0,121.0,3,0,55532.0,60,92276.0,Car,0
23,Female,Bachelor,Single,2,102018.0,Salaried,0.0,,1,5118.0,20211.0,0,0,273633.0,360,406202.0,Home,0
49,Male,Master,Single,3,48211.0,Business Owner,15.0,766.0,1,3143.0,53169.0,2,1,44293.0,120,50946.0,Home,1
31,Male,High School,Married,1,93266.0,Self-Employed,4.0,761.0,0,4525.0,268.0,0,0,263858.0,48,345467.0,Personal,0
49,Female,High School,Divorced,1,17989.0,Salaried,2.0,567.0,5,1026.0,16256.0,0,0,52054.0,360,121413.0,Car,0
34,Female,Bachelor,Married,2,27452.0,Self-Employed,0.0,755.0,0,1649.0,18212.0,3,0,53586.0,12,82697.0,Business,0
21,Female,Bachelor,Married,1,58726.0,Salaried,0.0,,0,1901.0,4029.0,0,0,127307.0,36,291145.0,Home,0
43,Female,Master,Married,0,,Self-Employed,12.0,807.0,1,1719.0,1552.0,0,0,35961.0,60,79875.0,Personal,1
29,Male,Master,Married,4,28664.0,Salaried,4.0,674.0,0,2640.0,625.0,2,0,84855.0,36,,Personal,0
41,Female,Master,Married,2,16616.0,Salaried,10.0,770.0,1,1411.0,568.0,2,0,39025.0,180,,Personal,0
35,Male,PhD,Married,2,70728.0,Salaried,3.0,717.0,2,4291.0,2832.0,1,1,126641.0,12,212748.0,Personal,0
21,Female,Bachelor,Single,1,57715.0,Salaried,0.0,590.0,1,3125.0,1921.0,2,0,101142.0,36,237235.0,Home,0
36,Male,High School,Single,1,55362.0,Salaried,9.0,761.0,0,2401.0,1518.0,0,1,113212.0,240,217644.0,Car,1
56,Female,Bachelor,Single,2,32517.0,Salaried,8.0,744.0,2,1896.0,55109.0,0,0,31394.0,48,51995.0,Business,1
39,Male,High School,Married,2,28098.0,Salaried,6.0,628.0,1,1949.0,1467.0,1,0,55986.0,36,99608.0,Education,0
34,Male,Bachelor,Divorced,1,47739.0,Business Owner,3.0,703.0,1,1835.0,1550.0,3,1,32213.0,60,72875.0,Car,0
45,Male,High School,Single,2,,Self-Employed,11.0,848.0,1,1327.0,,2,0,51094.0,48,74687.0,Home,0
37,Female,Bachelor,Married,0,28615.0,Business Owner,5.0,641.0,1,1236.0,13345.0,0,1,55421.0,36,,Education,0
37,Female,High School,Divorced,1,78284.0,Salaried,6.0,738.0,0,2574.0,1879.0,0,1,109124.0,240,130484.0,Business,1
24,Male,High School,Married,0,19430.0,Salaried,0.0,592.0,0,503.0,4971.0,0,1,14099.0,240,26111.0,Home,1
37,Female,Master,Married,1,58468.0,Freelancer,12.0,634.0,1,2805.0,5414.0,1,0,109647.0,48,269151.0,Business,0
45,Female,Bachelor,Divorced,0,87954.0,Self-Employed,6.0,744.0,1,2772.0,2860.0,0,0,140175.0,120,212555.0,Home,1
26,Male,Master,Married,2,73727.0,Self-Employed,1.0,700.0,2,3426.0,10658.0,0,1,94441.0,180,227710.0,Education,1
49,Male,Master,Married,2,59820.0,Self-Employed,18.0,663.0,2,2922.0,36440.0,0,0,93918.0,180,207260.0,Car,1
34,Female,High School,Single,0,33047.0,Self-Employed,9.0,816.0,3,1334.0,2912.0,0,0,21556.0,48,,Personal,1
26,Female,Bachelor,Single,1,30168.0,Freelancer,0.0,606.0,2,1111.0,6182.0,0,0,21512.0,120,45472.0,Car,0
44,Male,High School,Married,2,15929.0,Self-Employed,11.0,668.0,2,1451.0,,0,0,13712.0,360,29340.0,Car,0
32,Female,Master,Married,2,42445.0,Business Owner,1.0,719.0,2,2485.0,416115.0,0,1,79949.0,24,120372.0,Business,0
42,Male,Master,Divorced,0,40089.0,Business Owner,6.0,,3,1840.0,3811.0,0,0,48418.0,24,108862.0,Education,0
32,Male,High School,Divorced,1,34578.0,Salaried,4.0,720.0,1,1900.0,,1,1,37613.0,240,92551.0,Home,1
34,Male,Bachelor,Divorced,0,48531.0,Salaried,5.0,765.0,3,2350.0,24972.0,0,0,100760.0,120,116538.0,Car,1
39,Male,PhD,Single,1,50573.0,Salaried,3.0,670.0,1,2122.0,3659.0,0,1,100745.0,12,119920.0,Education,0
37,Female,Bachelor,Divorced,1,30324.0,Salaried,6.0,625.0,1,1695.0,870.0,0,0,40803.0,180,41513.0,Home,0
21,Female,Master,Married,4,93341.0,Salaried,3.0,655.0,2,5280.0,5722.0,0,0,265365.0,24,544848.0,Personal,0
23,Male,Bachelor,Married,1,70636.0,Salaried,,465.0,0,2554.0,12738.0,0,0,105632.0,240,117124.0,Car,0
44,Male,High School,Married,1,76737.0,Salaried,0.0,760.0,1,3597.0,10194.0,0,0,74731.0,60,133231.0,Home,0
33,Female,Master,Single,2,39570.0,Self-Employed,10.0,,1,1909.0,620.0,0,1,107705.0,36,218826.0,Car,0
29,Female,Master,Single,0,53803.0,Salaried,5.0,665.0,1,1492.0,5753.0,0,1,121343.0,120,229574.0,Education,0
21,Female,Master,Married,0,26625.0,Self-Employed,3.0,,2,1134.0,478.0,0,1,63160.0,36,120691.0,Business,0
24,Female,Bachelor,Married,1,58140.0,Salaried,4.0,768.0,1,2164.0,35665.0,1,1,152466.0,60,372349.0,Car,0
21,Male,Bachelor,Married,1,44258.0,Freelancer,5.0,644.0,2,1717.0,468.0,1,0,110222.0,60,160041.0,Business,0
33,Female,Master,Married,1,24996.0,Freelancer,0.0,725.0,2,1520.0,207.0,0,0,65475.0,36,126395.0,Personal,0
29,Male,Bachelor,Divorced,1,48465.0,Salaried,0.0,679.0,1,1772.0,4288.0,1,1,51816.0,120,100522.0,Education,0
25,Male,Bachelor,Married,2,42360.0,Business Owner,0.0,550.0,2,2825.0,1198.0,0,0,86394.0,48,122142.0,Education,0
34,Male,Master,Married,0,156613.0,Salaried,,781.0,1,5427.0,16982.0,2,1,342866.0,240,498646.0,Personal,0
38,Male,Bachelor,Single,1,60943.0,Freelancer,11.0,766.0,0,3334.0,,2,1,75066.0,24,158481.0,Car,0
55,Female,Bachelor,Single,0,91797.0,Self-Employed,20.0,741.0,1,3305.0,80295.0,0,0,274078.0,180,403457.0,Car,1
21,Female,Master,Divorced,1,73359.0,Salaried,0.0,705.0,1,2814.0,520.0,1,1,184729.0,48,249020.0,Home,0
46,Male,PhD,Married,0,,Salaried,4.0,584.0,3,1785.0,1898.0,0,0,139203.0,48,344591.0,Education,0
44,Male,Bachelor,Married,1,39267.0,Salaried,11.0,749.0,2,2063.0,7155.0,0,1,34564.0,360,39375.0,Personal,1
27,Male,Bachelor,Married,1,20535.0,Business Owner,4.0,850.0,4,828.0,6323.0,0,0,12204.0,36,17930.0,Home,1
37,Male,Master,Divorced,2,31714.0,Self-Employed,9.0,689.0,0,2255.0,188.0,0,0,18124.0,48,40979.0,Home,1
30,Female,Master,Married,2,58038.0,Salaried,3.0,690.0,2,2736.0,1713.0,1,0,154774.0,60,201863.0,Home,0
36,Female,Master,Married,2,35825.0,Self-Employed,0.0,591.0,2,2272.0,36927.0,0,0,66849.0,36,92637.0,Home,0
50,Female,Bachelor,Married,1,50281.0,Salaried,11.0,514.0,0,2044.0,1628.0,0,0,63820.0,24,79351.0,Business,0
41,Female,Bachelor,Single,0,15098.0,Salaried,,651.0,0,505.0,3487.0,3,0,37955.0,360,,Business,0
40,Female,Bachelor,Divorced,2,52273.0,Business Owner,10.0,798.0,2,2936.0,,0,0,110303.0,240,,Home,1
30,Male,Master,Divorced,1,84816.0,Self-Employed,0.0,787.0,1,,28080.0,1,1,173688.0,120,401835.0,Personal,0
21,Male,Master,Divorced,3,20173.0,Salaried,0.0,674.0,2,2159.0,1042.0,0,1,50310.0,48,78639.0,Car,0
32,Male,High School,Divorced,0,59028.0,Business Owner,4.0,714.0,3,1962.0,23849.0,1,0,98751.0,120,173013.0,Education,0
47,Female,Bachelor,Married,0,81572.0,Salaried,10.0,582.0,4,3283.0,,0,1,73774.0,360,101295.0,Education,0
21,Female,Bachelor,Married,1,96521.0,Salaried,0.0,688.0,3,2833.0,333.0,0,0,269684.0,240,286690.0,Personal,0
24,Male,PhD,Married,3,38110.0,Salaried,0.0,638.0,0,2785.0,69.0,3,1,101493.0,36,247999.0,Education,0
36,Male,Master,Married,0,72400.0,Self-Employed,0.0,684.0,1,2629.0,2714.0,2,0,81202.0,240,188477.0,Home,0
25,Male,Bachelor,Single,1,100197.0,Self-Employed,0.0,658.0,1,3673.0,11593.0,0,1,132478.0,180,187386.0,Car,1
27,Female,High School,Married,2,50928.0,Salaried,7.0,656.0,0,2823.0,884.0,2,0,129884.0,360,149243.0,Car,0
30,Male,Bachelor,Divorced,0,93203.0,Self-Employed,,759.0,1,,13186.0,0,0,273140.0,12,,Business,0
21,Female,High School,Married,2,40927.0,Freelancer,3.0,,1,2565.0,520.0,0,0,99804.0,180,182237.0,Home,1
25,Female,Master,Divorced,3,50748.0,Self-Employed,0.0,,4,3201.0,9726.0,0,0,32016.0,60,59411.0,Personal,0
42,Male,Master,Single,1,35925.0,Business Owner,10.0,793.0,3,1732.0,15616.0,1,1,54633.0,60,129755.0,Car,1
21,Female,Bachelor,Single,2,38375.0,Salaried,0.0,,0,1853.0,4516.0,0,0,93642.0,48,188171.0,Personal,0
21,Female,Bachelor,Married,1,51758.0,Salaried,1.0,,2,2423.0,482.0,0,0,86175.0,180,165825.0,Car,0
28,Male,Master,Single,0,34602.0,Self-Employed,1.0,576.0,1,999.0,,1,0,75769.0,48,85483.0,Home,0
42,Female,Bachelor,Single,1,37260.0,Salaried,3.0,655.0,0,,1699.0,3,1,22016.0,48,39344.0,Personal,0
33,Male,High School,Single,1,71713.0,Salaried,4.0,737.0,2,2365.0,8239.0,0,0,73799.0,360,,Home,0
30,Male,PhD,Married,1,136800.0,Salaried,0.0,769.0,3,4966.0,8129.0,3,0,327995.0,60,637898.0,Personal,0
35,Female,Master,Single,0,,Freelancer,7.0,617.0,4,552.0,114.0,1,0,14675.0,180,18215.0,Education,0
21,Female,Master,Single,1,111945.0,Salaried,2.0,716.0,2,5269.0,37583.0,0,1,327776.0,24,800174.0,Personal,0
39,Female,High School,Single,0,36590.0,Salaried,7.0,778.0,2,1493.0,24096.0,0,0,51839.0,180,96344.0,Home,1
38,Female,High School,Married,1,67503.0,Salaried,6.0,767.0,0,3208.0,7433.0,1,0,66531.0,120,108089.0,Personal,1
30,Female,High School,Married,2,74460.0,Freelancer,3.0,700.0,1,2738.0,4978.0,0,0,73405.0,60,146484.0,Business,0
45,Female,High School,Married,0,91101.0,Self-Employed,9.0,632.0,0,2817.0,846.0,1,1,85423.0,24,103968.0,Home,0
23,Female,Master,Married,2,28955.0,Salaried,,624.0,2,1499.0,48.0,1,0,39627.0,24,65553.0,Personal,0
46,Female,High School,Single,0,37229.0,Freelancer,1.0,612.0,1,948.0,2601.0,0,0,72746.0,120,151417.0,Education,0
36,Male,Master,Married,0,,Freelancer,14.0,677.0,1,2184.0,5120.0,2,0,129228.0,240,311539.0,Home,0
31,Female,Bachelor,Married,0,34848.0,Self-Employed,2.0,614.0,1,1193.0,21554.0,1,1,98751.0,60,164914.0,Personal,0
34,Male,Bachelor,Single,0,94786.0,Salaried,6.0,734.0,4,2529.0,17677.0,0,0,189541.0,60,368799.0,Home,0
33,Male,PhD,Married,0,,Self-Employed,7.0,698.0,0,2207.0,31142.0,1,0,98215.0,60,161696.0,Business,0
47,Male,High School,Single,1,21823.0,Business Owner,16.0,694.0,2,1284.0,3046.0,0,0,39332.0,36,70240.0,Car,0
24,Female,Bachelor,Single,1,30362.0,Salaried,1.0,532.0,1,1539.0,11245.0,0,0,40737.0,24,71469.0,Personal,0
27,Male,Bachelor,Married,1,22265.0,Salaried,6.0,682.0,2,1162.0,247.0,0,0,40853.0,240,83528.0,Personal,0
45,Male,High School,Married,2,43731.0,Salaried,4.0,643.0,2,2107.0,7262.0,0,0,39958.0,240,79123.0,Car,0
29,Female,Bachelor,Single,0,,Self-Employed,2.0,850.0,2,1831.0,2415.0,0,0,76227.0,180,77127.0,Personal,0
44,Male,Bachelor,Single,1,35339.0,Self-Employed,7.0,577.0,0,1893.0,2814.0,0,1,35299.0,180,39710.0,Car,1
51,Female,Master,Divorced,4,34062.0,Salaried,8.0,663.0,2,2320.0,6174.0,0,0,88546.0,36,,Business,0
30,Male,Master,Married,1,42728.0,Salaried,,710.0,1,1474.0,1528.0,0,0,38777.0,24,48169.0,Education,1
41,Male,Bachelor,Divorced,3,52594.0,Business Owner,2.0,602.0,1,2078.0,401.0,0,1,124508.0,36,268234.0,Home,0
